1.000	1.9608052373126867
1.100	1.3580124145673742
1.200	1.5825515066249254
1.300	1.0834164768008165
1.400	1.0929782648510737
1.500	1.1643073759449183
1.600	0.9190519459823361
1.700	0.930321119111747
1.800	1.476810787731559
1.900	0.8868107259057632
2.000	1.0956091448776455
2.100	1.4787203679626613
2.200	1.601172896492182
2.300	2.763269792323128
2.400	6.417451156172167
2.500	5.98992446911384
2.600	7.952653736448708
2.700	7.948893450058911
2.800	13.827404331281587
2.900	21.99639905587552
3.000	20.869462923210314
3.100	16.64099391103564
3.200	24.615794933581505
3.300	36.18352836115037
3.400	41.35176559577373
3.500	58.19744450867082
